	fasta	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_id	cazy_hits	heme_regulatory_motif_count
MAG2_MAG2_665_1	MAG2	C	K01586	diaminopimelate decarboxylase [EC:4.1.1.20]								Pyridoxal-dependent decarboxylase, pyridoxal binding domain [PF02784.19]; Pyridoxal-dependent decarboxylase, C-terminal sheet domain [PF00278.25]			0
MAG2_MAG2_663_2	MAG2	C	K09808	lipoprotein-releasing system permease protein											0
MAG2_MAG2_662_1	MAG2	C	K10117	raffinose/stachyose/melibiose transport system substrate-binding protein								Bacterial extracellular solute-binding protein [PF01547.28]; Bacterial extracellular solute-binding protein [PF13416.9]			0
MAG2_MAG2_661_1	MAG2	C	K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]								DNA polymerase III, delta subunit [PF13177.9]; DNA polymerase III subunits gamma and tau domain III [PF12169.11]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]			0
MAG2_MAG2_65_4	MAG2	C	K10235	alpha-glucoside transport system ATP-binding protein								ABC transporter [PF00005.30]; MalK OB fold domain [PF17912.4]			0
MAG2_MAG2_65_3	MAG2	C	K10234	alpha-glucoside transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]			0
MAG2_MAG2_65_2	MAG2	C	K10233	alpha-glucoside transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]			0
MAG2_MAG2_664_1	MAG2	C	K07114	Ca-activated chloride channel homolog								Domain of unknown function (DUF3520) [PF12034.11]; von Willebrand factor [PF12450.11]; von Willebrand factor type A domain [PF13768.9]; von Willebrand factor type A domain [PF00092.31]; von Willebrand factor type A domain [PF13519.9]			0
MAG2_MAG2_683_17	MAG2	C	K23988	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor / arsenate reductase (thioredoxin) [EC:1.20.4.4]								Low molecular weight phosphotyrosine protein phosphatase [PF01451.24]; Helix-turn-helix domain [PF12840.10]; Bacterial regulatory protein, arsR family [PF01022.23]			0
MAG2_MAG2_675_1	MAG2	C	K21395	TRAP-type transport system periplasmic protein								Bacterial extracellular solute-binding protein, family 7 [PF03480.16]			0
MAG2_MAG2_677_1	MAG2	C	K03406	methyl-accepting chemotaxis protein								Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.24]; Four helix bundle sensory module for signal transduction [PF12729.10]			0
MAG2_MAG2_683_10	MAG2	C	K07089	uncharacterized protein								Predicted permease [PF03773.16]			0
MAG2_MAG2_682_9	MAG2	C	K07497	putative transposase											0
MAG2_MAG2_682_4	MAG2	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]			0
MAG2_MAG2_682_14	MAG2	C	K07516	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]								3-hydroxyacyl-CoA dehydrogenase, NAD binding domain [PF02737.21]; 3-hydroxyacyl-CoA dehydrogenase, C-terminal domain [PF00725.25]			0
MAG2_MAG2_682_13	MAG2	C	K00632	acetyl-CoA acyltransferase [EC:2.3.1.16]								Thiolase, N-terminal domain [PF00108.26]; Thiolase, C-terminal domain [PF02803.21]			0
MAG2_MAG2_682_12	MAG2	C	K23256	NADPH-dependent curcumin reductase [EC:1.3.1.-]								N-terminal domain of oxidoreductase [PF16884.8]; Zinc-binding dehydrogenase [PF13602.9]			0
MAG2_MAG2_676_2	MAG2	C	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]								Acyl-CoA dehydrogenase, C-terminal domain [PF00441.27]; Acyl-CoA dehydrogenase, middle domain [PF02770.22]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.19]; Acyl-CoA dehydrogenase, C-terminal domain [PF08028.14]			0
MAG2_MAG2_682_10	MAG2	C	K01406	serralysin [EC:3.4.24.40]	MER0283812	U69	MER0283812 - family U69 unassigned peptidases (Pseudovibrio sp. FO-BEG1) [U69.UPW]#U69#{peptidase unit: 216-556}~source YP_005082423~	False	0.277	149.0	8.313000000000001e-34	Peptidase M10 serralysin C terminal [PF08548.14]; Bacterial cadherin-like domain [PF17803.4]; Cadherin-like domain [PF17892.4]; RTX calcium-binding nonapeptide repeat (4 copies) [PF00353.22]			0
MAG2_MAG2_67_6	MAG2	C	K02393	flagellar L-ring protein FlgH								Flagellar L-ring protein [PF02107.19]			0
MAG2_MAG2_67_5	MAG2	C	K02415	flagellar protein FliL											0
MAG2_MAG2_67_3	MAG2	C	K02401	flagellar biosynthesis protein FlhB	MER0913017	N06	MER0913017 - FlhB protein ({Escherichia coli}) (Rhodobacter sphaeroides) [N06.A01]#N06#{peptidase unit: 9-346}~source A3PP17~	True	0.889	627.0	6.346e-202	FlhB HrpN YscU SpaS Family [PF01312.22]			0
MAG2_MAG2_67_2	MAG2	C	K02421	flagellar biosynthesis protein FliR								Bacterial export proteins, family 1 [PF01311.23]			0
MAG2_MAG2_679_3	MAG2	C	K06177	tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]								RNA pseudouridylate synthase [PF00849.25]			0
MAG2_MAG2_678_2	MAG2	C	K19687	antitoxin VapB								Rv0623-like transcription factor [PF07704.14]			0
MAG2_MAG2_680_1	MAG2	C	K00982	[glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]								Glutamate-ammonia ligase adenylyltransferase [PF03710.18]; GlnD PII-uridylyltransferase [PF08335.14]			0
MAG2_MAG2_606_3	MAG2	C	K04085	tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]								Sulfurtransferase TusA [PF01206.20]			0
MAG2_MAG2_606_2	MAG2	C	K06196	cytochrome c-type biogenesis protein								Cytochrome C biogenesis protein transmembrane region [PF02683.18]			0
MAG2_MAG2_603_2	MAG2	C	K03186	flavin prenyltransferase [EC:2.5.1.129]								Flavoprotein [PF02441.22]			0
MAG2_MAG2_546_2	MAG2	C	K03116	sec-independent protein translocase protein TatA								mttA/Hcf106 family [PF02416.19]			0
MAG2_MAG2_545_2	MAG2	C	K20906	2-hydroxyisobutanoyl-CoA mutase large subunit [EC:5.4.99.64]								Methylmalonyl-CoA mutase [PF01642.25]			0
MAG2_MAG2_541_3	MAG2	C	K03797	carboxyl-terminal processing protease [EC:3.4.21.102]	MER0388523	S41A	MER0388523 - C-terminal processing peptidase-3 (Rhodobacter sp. AKP1) [S41.004]#S41A#{peptidase unit: 195-375}~source ZP_19200226~	True	0.934	357.0	6.123e-110	Peptidase family S41 [PF03572.21]			0
MAG2_MAG2_541_2	MAG2	C	K08311	putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]								NUDIX domain [PF00293.31]			0
MAG2_MAG2_540_1	MAG2	C	K03824	putative acetyltransferase [EC:2.3.1.-]								Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13508.10]; Acetyltransferase (GNAT) domain [PF13673.10]; Nodulation protein A (NodA) [PF02474.18]			0
MAG2_MAG2_53_3	MAG2	C	K08300	ribonuclease E [EC:3.1.26.12]								Ribonuclease E/G family [PF10150.12]			1
MAG2_MAG2_547_2	MAG2	C	K16567	exopolysaccharide production protein ExoQ								O-Antigen ligase [PF04932.18]			0
MAG2_MAG2_53_1	MAG2	C	K10125	two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]								Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF13589.9]			0
MAG2_MAG2_536_2	MAG2	C	K01658	anthranilate synthase component II [EC:4.1.3.27]	MER0014734	C26	MER0014734 - aminodeoxychorismate synthase, subunit II (Rhodobacter sphaeroides) [C26.955]#C26#{peptidase unit: 1-195}~source AAD09117~	True	0.971	401.0	6.047e-127	Glutamine amidotransferase class-I [PF00117.31]; Peptidase C26 [PF07722.16]			0
MAG2_MAG2_536_1	MAG2	C	K00766	anthranilate phosphoribosyltransferase [EC:2.4.2.18]								Glycosyl transferase family, a/b domain [PF00591.24]; Glycosyl transferase family, helical bundle domain [PF02885.20]			0
MAG2_MAG2_535_2	MAG2	C	K02314	replicative DNA helicase [EC:5.6.2.3]								DnaB-like helicase C terminal domain [PF03796.18]			0
MAG2_MAG2_535_1	MAG2	C	K07090	uncharacterized protein								Sulfite exporter TauE/SafE [PF01925.22]			0
MAG2_MAG2_534_3	MAG2	C	K02416	flagellar motor switch protein FliM								Flagellar motor switch protein FliM [PF02154.18]; Type III flagellar switch regulator (C-ring) FliN C-term [PF01052.23]			0
MAG2_MAG2_534_2	MAG2	C	K02415	flagellar protein FliL								Flagellar basal body-associated protein FliL [PF03748.17]			0
MAG2_MAG2_538_1	MAG2	C	K01256	aminopeptidase N [EC:3.4.11.2]	MER0083080	M01	MER0083080 - family M1 unassigned peptidases (Roseovarius nubinhibens) [M01.UPW]#M01#{peptidase unit: 6-414}~source EAP76683~	True	0.783	659.0	3.046e-208	Peptidase family M1 domain [PF01433.23]; Domain of unknown function (DUF3458) Ig-like fold [PF11940.11]; Domain of unknown function (DUF3458_C) ARM repeats [PF17432.5]; Peptidase M1 N-terminal domain [PF17900.4]			0
MAG2_MAG2_534_1	MAG2	C	K02414	flagellar hook-length control protein FliK								Flagellar hook-length control protein FliK [PF02120.19]			0
MAG2_MAG2_548_2	MAG2	C	K11690	C4-dicarboxylate transporter, DctM subunit								Tripartite ATP-independent periplasmic transporter, DctM component [PF06808.15]			0
MAG2_MAG2_54_1	MAG2	C	K09928	uncharacterized protein								Uncharacterized protein conserved in bacteria (DUF2062) [PF09835.12]			0
MAG2_MAG2_551_5	MAG2	C	K03497	ParB family transcriptional regulator, chromosome partitioning protein								RepB plasmid partitioning protein [PF07506.14]; ParB/Sulfiredoxin domain [PF02195.21]			0
MAG2_MAG2_551_4	MAG2	C	K03496	chromosome partitioning protein								AAA domain [PF13614.9]; ATPase MipZ [PF09140.14]; Cellulose biosynthesis protein BcsQ [PF06564.15]; NUBPL iron-transfer P-loop NTPase [PF10609.12]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; VirC1 protein [PF07015.14]; Anion-transporting ATPase [PF02374.18]			0
MAG2_MAG2_551_32	MAG2	C	K07484	transposase								IS66 Orf2 like protein [PF05717.16]			0
MAG2_MAG2_551_3	MAG2	C	K07172	antitoxin MazE								Antidote-toxin recognition MazE, bacterial antitoxin [PF04014.21]			0
MAG2_MAG2_551_27	MAG2	C	K01740	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]								Cys/Met metabolism PLP-dependent enzyme [PF01053.23]			0
MAG2_MAG2_551_25	MAG2	C	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	MER0067685	C44	MER0067685 - family C44 non-peptidase homologues (Rhodopseudomonas palustris) [C44.UNW]#C44#{peptidase unit: 1-295}~source YP_531924~	False	0.254	95.0	1.403e-18	Asparagine synthase [PF00733.24]			0
MAG2_MAG2_549_3	MAG2	C	K00335	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]								Respiratory-chain NADH dehydrogenase 51 Kd subunit [PF01512.20]; NADH-ubiquinone oxidoreductase-F iron-sulfur binding region [PF10589.12]			0
MAG2_MAG2_551_24	MAG2	C	K07497	putative transposase								Transposase [PF01527.23]			0
MAG2_MAG2_551_21	MAG2	C	K07483	transposase								Transposase [PF01527.23]			0
MAG2_MAG2_551_12	MAG2	C	K07484	transposase								IS66 Orf2 like protein [PF05717.16]			0
MAG2_MAG2_54_6	MAG2	C	K03527	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]								LytB protein [PF02401.21]			0
MAG2_MAG2_54_4	MAG2	C	K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]								7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK) [PF01288.23]			0
MAG2_MAG2_54_3	MAG2	C	K03060	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]								RNA polymerase Rpb6 [PF01192.25]			0
MAG2_MAG2_54_2	MAG2	C	K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]								HD domain [PF13328.9]; Region found in RelA / SpoT proteins [PF04607.20]; RelA/SpoT, AH and RIS domains [PF19296.2]; TGS domain [PF02824.24]; ACT domain [PF13291.9]			0
MAG2_MAG2_551_22	MAG2	C	K07484	transposase								IS66 Orf2 like protein [PF05717.16]			0
MAG2_MAG2_551_6	MAG2	C	K18996	replication initiation protein RepC								Replication protein C N-terminal domain [PF03428.16]; Replication protein C C-terminal region [PF11800.11]			0
MAG2_MAG2_533_2	MAG2	C	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	MER0152831	C26	MER0152831 - family C26 unassigned peptidases (Rhodobacter sphaeroides) [C26.UPW]#C26#{peptidase unit: 14-378}~source ACM00045~	True	0.994	768.0	2.425e-250	Carbamoyl-phosphate synthase small chain, CPSase domain [PF00988.25]; Glutamine amidotransferase class-I [PF00117.31]; Peptidase C26 [PF07722.16]			0
MAG2_MAG2_532_2	MAG2	C	K00615	transketolase [EC:2.2.1.1]								Transketolase, pyrimidine binding domain [PF02779.27]; Transketolase, C-terminal domain [PF02780.23]			0
MAG2_MAG2_520_2	MAG2	C	K01924	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]								Mur ligase middle domain [PF08245.15]; Mur ligase family, catalytic domain [PF01225.28]; Mur ligase family, glutamate ligase domain [PF02875.24]			0
MAG2_MAG2_51_4	MAG2	C	K02032	peptide/nickel transport system ATP-binding protein								ABC transporter [PF00005.30]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.15]			0
MAG2_MAG2_51_3	MAG2	C	K02034	peptide/nickel transport system permease protein											0
MAG2_MAG2_51_2	MAG2	C	K02033	peptide/nickel transport system permease protein								Binding-prot-dependent transport system membrane comp, N-term [PF19300.2]			0
MAG2_MAG2_51_1	MAG2	C	K02035	peptide/nickel transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.25]			0
MAG2_MAG2_519_2	MAG2	C	K23163	sulfate/thiosulfate transport system substrate-binding protein								Bacterial extracellular solute-binding protein [PF13531.9]			0
MAG2_MAG2_521_1	MAG2	C	K05606	methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]								Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF13669.9]; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.28]; Glyoxalase-like domain [PF13468.9]; Glyoxalase-like domain [PF18029.4]			0
MAG2_MAG2_519_1	MAG2	C	K02046	sulfate/thiosulfate transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]			0
MAG2_MAG2_517_2	MAG2	C	K02055	putative spermidine/putrescine transport system substrate-binding protein								Bacterial extracellular solute-binding protein [PF13343.9]; Bacterial extracellular solute-binding protein [PF13531.9]			0
MAG2_MAG2_516_3	MAG2	C	K07234	uncharacterized protein involved in response to NO								NnrS protein [PF05940.15]			0
MAG2_MAG2_515_3	MAG2	C	K01265	methionyl aminopeptidase [EC:3.4.11.18]	MER0024582	M24A	MER0024582 - methionyl aminopeptidase 1 ({Escherichia}-type) (Rhodobacter sphaeroides) [M24.001]#M24A#{peptidase unit: 11-269}~source YP_002526657~	True	0.991	540.0	1.48e-173	Metallopeptidase family M24 [PF00557.27]			0
MAG2_MAG2_515_2	MAG2	C	K00953	FAD synthetase [EC:2.7.7.2]								Probable molybdopterin binding domain [PF00994.27]			0
MAG2_MAG2_514_2	MAG2	C	K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]								Thiolase, N-terminal domain [PF00108.26]; Thiolase, C-terminal domain [PF02803.21]			0
MAG2_MAG2_512_3	MAG2	C	K06187	recombination protein RecR								Toprim domain [PF13662.9]; RecR protein [PF02132.18]			0
MAG2_MAG2_518_2	MAG2	C	K12537	membrane fusion protein, type I secretion system								Barrel-sandwich domain of CusB or HlyD membrane-fusion [PF16576.8]; HlyD family secretion protein [PF13437.9]; Biotin-lipoyl like [PF13533.9]			0
MAG2_MAG2_533_1	MAG2	C	K09117	uncharacterized protein								Yqey-like protein [PF09424.13]			0
MAG2_MAG2_521_3	MAG2	C	K06203	CysZ protein								Etoposide-induced protein 2.4 (EI24) [PF07264.14]			0
MAG2_MAG2_523_2	MAG2	C	K13283	ferrous-iron efflux pump FieF								Cation efflux family [PF01545.24]; Dimerisation domain of Zinc Transporter [PF16916.8]			0
MAG2_MAG2_532_1	MAG2	C	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]								Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.23]; Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.27]			0
MAG2_MAG2_531_3	MAG2	C	K03089	RNA polymerase sigma-32 factor								Sigma-70 region 2 [PF04542.17]			0
MAG2_MAG2_531_2	MAG2	C	K02231	adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]								Cobinamide kinase / cobinamide phosphate guanyltransferase [PF02283.19]			0
MAG2_MAG2_52_6	MAG2	C	K03396	S-(hydroxymethyl)glutathione synthase [EC:4.4.1.22]								Glutathione-dependent formaldehyde-activating enzyme [PF04828.17]			0
MAG2_MAG2_52_5	MAG2	C	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]								Alcohol dehydrogenase GroES-like domain [PF08240.15]; Zinc-binding dehydrogenase [PF00107.29]			0
MAG2_MAG2_52_4	MAG2	C	K08738	cytochrome c								Cytochrome c [PF00034.24]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.9]			1
MAG2_MAG2_522_2	MAG2	C	K08304	membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]								MltA specific insert domain [PF03562.20]; 3D domain [PF06725.14]	GH102	GH102 peptidoglycan lytic transglycosylase (EC 3.2.1.-)	0
MAG2_MAG2_52_3	MAG2	C	K23995	lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10]								PQQ-like domain [PF13360.9]; PQQ-like domain [PF13570.9]; PQQ enzyme repeat [PF01011.24]			0
MAG2_MAG2_529_1	MAG2	C	K09689	capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12]								ABC transporter [PF00005.30]			0
MAG2_MAG2_528_3	MAG2	C	K06917	tRNA 2-selenouridine synthase [EC:2.9.1.3]								Rhodanese-like domain [PF00581.23]			0
MAG2_MAG2_527_2	MAG2	C	K01356	repressor LexA [EC:3.4.21.88]	MER0017116	S24	MER0017116 - repressor LexA (Rhodobacter sphaeroides) [S24.001]#S24#{peptidase unit: 114-228}~source LEXA_RHOSH~	False	0.95	232.0	1.4279999999999997e-67	Peptidase S24-like [PF00717.26]; LexA DNA binding domain [PF01726.19]			0
MAG2_MAG2_527_1	MAG2	C	K03750	molybdopterin molybdotransferase [EC:2.10.1.1]								Probable molybdopterin binding domain [PF00994.27]; MoeA N-terminal region (domain I and II) [PF03453.20]; MoeA C-terminal region (domain IV) [PF03454.18]			0
MAG2_MAG2_526_1	MAG2	C	K01810	glucose-6-phosphate isomerase [EC:5.3.1.9]								Phosphoglucose isomerase [PF00342.22]			0
MAG2_MAG2_524_1	MAG2	C	K01255	leucyl aminopeptidase [EC:3.4.11.1]	MER0318998	M17	MER0318998 - PepB aminopeptidase (Rhodobacter sp. AKP1) [M17.004]#M17#{peptidase unit: 141-458}~source ZP_19198786~	True	0.933	624.0	6.563e-201	Cytosol aminopeptidase family, catalytic domain [PF00883.24]			0
MAG2_MAG2_529_2	MAG2	C	K10107	capsular polysaccharide transport system permease protein											0
MAG2_MAG2_33_1	MAG2	C	K03702	excinuclease ABC subunit B								Type III restriction enzyme, res subunit [PF04851.18]; UvrB interaction domain [PF17757.4]; Ultra-violet resistance protein B [PF12344.11]; Helicase conserved C-terminal domain [PF00271.34]			0
MAG2_MAG2_553_3	MAG2	C	K07588	GTPase [EC:3.6.5.-]								Methylmalonyl Co-A mutase-associated GTPase MeaB [PF03308.19]			0
MAG2_MAG2_556_1	MAG2	C	K16566	exopolysaccharide production protein ExoY								Bacterial sugar transferase [PF02397.19]			0
MAG2_MAG2_594_2	MAG2	C	K02111	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]								ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.28]; ATP synthase alpha/beta chain, C terminal domain [PF00306.30]; ATP synthase alpha/beta family, beta-barrel domain [PF02874.26]			0
MAG2_MAG2_593_2	MAG2	C	K05800	Lrp/AsnC family transcriptional regulator								Winged helix-turn-helix DNA-binding [PF13412.9]; Lrp/AsnC ligand binding domain [PF01037.24]			0
MAG2_MAG2_592_2	MAG2	C	K03790	[ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]								Acetyltransferase (GNAT) domain [PF13302.10]; FR47-like protein [PF08445.13]; Acetyltransferase (GNAT) domain [PF13420.10]			0
MAG2_MAG2_590_2	MAG2	C	K05350	beta-glucosidase [EC:3.2.1.21]								Glycosyl hydrolase family 1 [PF00232.21]; Cellulase (glycosyl hydrolase family 5) [PF00150.21]	GH1	GH1 beta-glucosidase (EC 3.2.1.21); beta-galactosidase (EC 3.2.1.23); beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); beta-xylosidase (EC 3.2.1.37); beta-D-fucosidase (EC 3.2.1.38); phlorizin hydrolase (EC 3.2.1.62); exo-beta-1,4-glucanase (EC 3.2.1.74); 6-phospho-beta-galactosidase (EC 3.2.1.85); 6-phospho-beta-glucosidase (EC 3.2.1.86); strictosidine beta-glucosidase (EC 3.2.1.105); lactase (EC 3.2.1.108); amygdalin beta-glucosidase (EC 3.2.1.117); prunasin beta-glucosidase (EC 3.2.1.118); vicianin hydrolase (EC 3.2.1.119); raucaffricine beta-glucosidase (EC 3.2.1.125); thioglucosidase (EC 3.2.1.147); beta-primeverosidase (EC 3.2.1.149); isoflavonoid 7-O-beta-apiosyl-beta-glucosidase (EC 3.2.1.161); ABA-specific beta-glucosidase (EC 3.2.1.175); DIMBOA beta-glucosidase (EC 3.2.1.182); beta-glycosidase (EC 3.2.1.-); hydroxyisourate hydrolase (EC 3.-.-.-); beta-rutinosidase /alpha-L-rhamnose-(1,6)-beta-D-glucosidase (EC 3.2.1.-)	0
MAG2_MAG2_58_6	MAG2	C	K01996	branched-chain amino acid transport system ATP-binding protein								ABC transporter [PF00005.30]			0
MAG2_MAG2_58_5	MAG2	C	K01995	branched-chain amino acid transport system ATP-binding protein								ABC transporter [PF00005.30]; Branched-chain amino acid ATP-binding cassette transporter [PF12399.11]			0
MAG2_MAG2_596_1	MAG2	C	K17686	P-type Cu+ transporter [EC:7.2.2.8]								E1-E2 ATPase [PF00122.23]; haloacid dehalogenase-like hydrolase [PF00702.29]			0
MAG2_MAG2_58_3	MAG2	C	K01997	branched-chain amino acid transport system permease protein								Branched-chain amino acid transport system / permease component [PF02653.19]			0
MAG2_MAG2_588_2	MAG2	C	K09862	uncharacterized protein								DNA gyrase inhibitor YacG [PF03884.17]			0
MAG2_MAG2_587_3	MAG2	C	K22310	L-ornithine Nalpha-acyltransferase [EC:2.3.2.30]								Acetyltransferase (GNAT) domain [PF13444.9]			0
MAG2_MAG2_587_2	MAG2	C	K07305	peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]								SelR domain [PF01641.21]			0
MAG2_MAG2_586_2	MAG2	C	K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]								Phosphoribosyl transferase domain [PF00156.30]			0
MAG2_MAG2_584_2	MAG2	C	K02014	iron complex outermembrane recepter protein								TonB dependent receptor [PF00593.27]			0
MAG2_MAG2_583_2	MAG2	C	K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.25]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.30]; FAD dependent oxidoreductase [PF12831.10]			0
MAG2_MAG2_58_2	MAG2	C	K01999	branched-chain amino acid transport system substrate-binding protein								Periplasmic binding protein [PF13458.9]; Periplasmic binding protein domain [PF13433.9]			0
MAG2_MAG2_582_3	MAG2	C	K18996	replication initiation protein RepC								Replication protein C N-terminal domain [PF03428.16]			0
MAG2_MAG2_598_2	MAG2	C	K22293	GntR family transcriptional regulator, rspAB operon transcriptional repressor								FCD domain [PF07729.15]; Bacterial regulatory proteins, gntR family [PF00392.24]			0
MAG2_MAG2_599_1	MAG2	C	K02054	putative spermidine/putrescine transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]			0
MAG2_MAG2_601_2	MAG2	C	K05946	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]								Glycosyl transferase WecG/TagA/CpsF family [PF03808.16]	GT26	GT26 UDP-ManNAcA: beta-N-acetyl mannosaminuronyltransferase (EC 2.4.1.-); UDP-ManNAc: beta-N-acetyl-mannosaminyltransferase (EC 2.4.1.-); UDP-Glc: beta-1,4-glucosyltransferase (EC 2.4.1.-); beta-1,4-galactosyltransferase (EC 2.4.1.-)	0
MAG2_MAG2_601_1	MAG2	C	K12454	CDP-paratose 2-epimerase [EC:5.1.3.10]								GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; RmlD substrate binding domain [PF04321.20]; Polysaccharide biosynthesis protein [PF02719.18]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; Male sterility protein [PF07993.15]; short chain dehydrogenase [PF00106.28]			0
MAG2_MAG2_600_3	MAG2	C	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]								Exonuclease VII, large subunit [PF02601.18]; OB-fold nucleic acid binding domain [PF13742.9]			0
MAG2_MAG2_5_5	MAG2	C	K01443	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	MER0068370	M38	MER0068370 - family M38 non-peptidase homologues (Rhodobacter sphaeroides) [M38.UNW]#M38#{peptidase unit: 21-359}~source ACM02557~	True	0.875	480.0	1.908e-152	Amidohydrolase family [PF01979.23]; Amidohydrolase family [PF07969.14]	CE9	CE9 N-acetylglucosamine 6-phosphate deacetylase (EC 3.5.1.25); N-acetylgalactosamine 6-phosphate deacetylase (EC 3.5.1.80)	0
MAG2_MAG2_5_4	MAG2	C	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator								LysR substrate binding domain [PF03466.23]; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.30]			0
MAG2_MAG2_5_3	MAG2	C	K00252	glutaryl-CoA dehydrogenase [EC:1.3.8.6]								Acyl-CoA dehydrogenase, N-terminal domain [PF02771.19]; Acyl-CoA dehydrogenase, middle domain [PF02770.22]; Acyl-CoA dehydrogenase, C-terminal domain [PF00441.27]			0
MAG2_MAG2_598_3	MAG2	C	K01812	glucuronate isomerase [EC:5.3.1.12]								Glucuronate isomerase [PF02614.17]			0
MAG2_MAG2_5_2	MAG2	C	K11381	2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]								Dehydrogenase E1 component [PF00676.23]; Transketolase, pyrimidine binding domain [PF02779.27]; Transketolase, C-terminal domain [PF02780.23]			0
